idAmazon,title,description,manufacturer,price
b000cpshfs,everquest: titanium,includes the original everquest and ten expansion packs. everquest - depths of darkhollow lets you see norrath through the eyes of some of its fearsome and powerful creatures. step into the forms of unusual creatures and use their unique abilities to do battle against their ancient foes! everquest - omens of war lets you follow the wayfarers brotherhood to the war-ravaged realm of discord. it's rumored that they intend to invade norrath and you'll into their country's battle-scarred plateaus to find out. everquest - gates of discord is an all-new adventure in a new part of norrath. a mage named calliav has seen a vision of strange new beasts and a far-off land. he has seen an army called the legion of mata muram -- they are the greatest threat to norrath ever unleashed and you'll fight them in all-out war! also includes lost dungeons of norrath the scars of velious and shadows of luclin,sony creative software,19.95
b000kbszns,family tree maker version 16 collectors edition,with family tree maker version 16 (collector's edition) you can access more than 5 billion records through ancestry.com as you research your family's history. the best-selling genealogy program for 15 straight years family tree maker lets you access some of the world's largest online data based including the u.s. records collection naturalization records immigration records and much more,encore software,0
b000ga99ry,print workshop 2007,design the perfect project for every occasion and any holiday ? from scrapbook pages and small business materials to school projects and professional-quality greeting cards. save time and money using print workshop's suite of powerful tools typically only found in more expensive programs. let your imagination run wild! it's as easy as...1. choose your project template; 2. select your art and add your own personal touch; 3. print your creation or post it online. print workshop's photo studio suite gives you all of the tools you need to turn your photos into personal works of art. correct red-eye re-center images and edit images for every project select custom filters to change your favorite photos create unique photo borders. create fun photo gifts instantly design your own photo calendars flip books collages slide shows and photo bouquets or create an online photo album to share your pictures with family and friends. send your favorite photos to your cell phone. cd/dvd burning photo gifts improved! web publishing stretch rotate & resize tools / drawing & layout tools integrated avery compatible templates for pc running windows 98 - me - 2000 - xp,valusoft,19.99
b000h5ex7e,world of warcraft pc,world of warcraft pc,vivendi,35.7
b000h294mq,nero 7 ultra edition enhanced pc & home entrmnt soln,nero 7 ultra edition enhanced now offers both the pc and tv media management experience for a complete solution. with over 18 new and updated applications in one powerful piece of software nero 7 ultra edition is truly the only partner you need for today's digital world. this powerful software can transform your digital photos into professional animated slideshows backup all of your valuable data manage and search your media files edit video or photos create dvds (including menus) stream your files over a media server and compress files to take on the go. beginners and experts alike will be amazed by what one solution can do. now burns data to bd-re and bd-r (blu-ray) media for storing up to 50gb onto a single disc,neso usa,99.99
b000gknmd6,tlc zoombinis 3rd grade lrng sys 2007 sb cs by riverdeep ( 10548 ),tlc zoombinis 3rd grade lrng sys 2007 sb cs by riverdeep,encore software inc,0
b0009i5sgy,webroot spysweeper antispyware - 3 user,with the desktop firewall/spy sweeper bundle you'll block unwanted intrusions into your pc and defend it from the growing world of online threats. webroot desktop firewall blocks will alert you to incoming traffic puts you in stealth mode for pc safety and monitors inbound & outbound traffic. spy sweeper protects you from spyware and the dangers their invasiveness can lead to.,webroot software,39.99
b000gamw7s,internet cleanup 4.0 mac os 10.4 or higher,internet cleanup 4.0 mac mini box mac os 10.4 or higher,smith micro software,29.99
b000051sgq,emedia blues guitar legends,learn how to play classic blues songs from the masters themselves with emedia's blues guitar legends. simplified chord versions of the songs are ideal for beginners while experienced players can learn note for note from the full transcriptions of both lead and rhythm parts. the animated fretboard shows you the fingerings in real time so that you don't need to read music. original recordings and variable-speed midi tracks let you learn at the tempo that you choose while looping lets you select and repeat tricky sections of a song. the software package comes with 10 original artist recordings including statesboro blues performed by the allman brothers band; smoking gun performed by robert cray; early in the morning performed by buddy guy with jeff beck and eric clapton; and the thrill is gone performed by b.b. king. full and simplified versions of each song help you to learn to play the song note for note. instructional material presents the chords and playing tips that are needed to master the song and helps you emulate the tone and technique of the blues guitar greats. watch the fretboard come alive with the animated fretboard a real-time display of notes including bends vibrato and slides. this includes both right- and left-handed views from the perspectives of looking both down at your guitar and across at an instructor's guitar. visually tune your electric or acoustic guitar by playing into a computer microphone. this automatic tuner also includes custom tunings for specific songs when needed and provides audio reference notes for each string. a metronome allows you to set your own tempo and work on your picking speed rhythm and timing. it provides a visual cue and/or audio tick and a full range of tempi--from largo to presto. one of the more useful features of blues guitar legends is the recorder which lets you record and play back your recording and allows you to compare your recordings with the originals fine-tune your skills and store musical ideas. this extensive package also offers insights into the lives of the legends with artist biographies and photographs. additionally emedia's blues guitar legends is an enhanced cd-rom and can be played on either an audio cd player or your computer.,emedia,29.94
b000phd8ha,steinberg sequel (pc or mac) music creation & performance software,sequel is an affordable and easy-to-use music studio designed for first-time computer music enthusiasts. combining intuitive tools to record edit mix and perform music with great-sounding loops instruments and effects sequel is the perfect first step into music production and performance. sequel runs on both pcs and macs and comes with a massive library of more than 5000 loops over 600 of ready-to-play instrument sounds stunning effects and the same state-of-the-art audio engine that is preferred by many world-class producers all around the globe. it's never been more fun to create music on a computer!,steinberg,129
b000ivjv10,instant immersion ingles audio deluxe,instant immersion ingles audio deluxe (audio book),topics entertainment,0
b0002735fi,adobe solution expert support,expert adobe solution support,adobe,299
b000licg1m,power production storyboard artist 4,with storyboard artist 4 you can create professional-quality digital storyboards easily. designed for media-savvy creatives to deliver more control and flexibility to smooth the creative process through production and post. whether you make a feature film or a corporate presentation storyboarding helps you visualize what you want to create. filmmakers television producers advertising creatives game developers dvd and interactive tv designers and educators all can previsualize with storyboard artist. timeline creates animatic projects automatically as you develop your storyboards: add sound and motion to your storyboards create libraries for easy access to custom and frequently usedimages - logos location photos custom characters custom page layout to create the perfect storyboard template tons of pre-made easy access content to create storyboards quickly choose right aspect ratio for your product whether it's for tv hdtv widescreen european feature or something custom import and edit multiple tracks of sound including mp3s export directly to final cut pro avid nle's quicktime & flash - create edl's shot lists and frame file series - even export to html for web publishing,power production,0
b00007bguc,school zone flash action -- addition/subtraction (windows/macintosh),theres no better way for children to memorize numbers letters and math facts! transforms flash cards into exciting interactive learning games for independent or group use.,school zone,12.99
b00022pti4,microsoft windows xp professional full version with sp2,with windows xp professional edition with service pack 2 you get safer browsing and communication powerful security tools and improved experiences. windows xp is the operating system release that unifies the microsoft range with all the desktop versions now built on the nt/2000 code base rather than the shakier foundation of windows 95 98 and me. that makes xp a great upgrade for users of the now-obsolete 9x and me line but for those already on windows 2000 professional it is a closer call. despite the similar name there is no special synergy between windows xp and office xp which works fine on windows 2000. the security center lets you check the status of your essential security settings. xp certainly looks different with rounded window corners larger and more detailed icons and a clean-look desktop that on first installation shows only the taskbar and recycle bin. xp is also more customizable than earlier versions of windows and includes visual themes that let you change the whole appearance of windows in an instant. that is the window-dressing but underneath are some significant improvements. one of the most interesting is remote desktop. a standard xp feature this uses technology from microsoft terminal server to enable users to access their computer over any connection; for example by dialing into the office from home. this is not just file access--this technology lets you run applications remotely as if you were sitting at your desk at work. this is mature technology stable and carefully thought out. so for example you can print from a remote word processor to a local printer. a variation on the theme is remote assistance where the user can allow a remote helper to view their desktop or optionally gain control of the keyboard and mouse in order to troubleshoot a problem. the feature can also be disabled to ease security concerns. laptop users benefit from enhanced power management with options to extend battery life by reducing cpu speed and display brightness. irda support has been fixed so that unlike windows 2000 windows xp can easily use modems in mobile telephones via infrared. a new screen font cleartype improves legibility for laptop or other flat screens and there is built-in support for wireless networking using the popular 802.11 standard. a great feature of xp also found in windows 2000 is the ability to synchronize network files with offline copies. previously these files could not be stored securely but now they can be encrypted. the information bar in windows xp professional edition with service pack 2 notifies you when it blocks activex control or active content and then lets you decide what to do. for web browsing xp comes with internet explorer 6.0. the enhancements in ie 6.0 are mainly of interest to web developers and in any case microsoft makes ie freely available to all windows users. although java is not installed by default it is not difficult to download a java virtual machine (jvm). windows messenger originally a chat client has evolved into a collaboration tool that allows for video conferencing and application sharing. service pack 2 allows users to instruct internet explorer how to handle downloads from a specific publisher the most significant new feature for internet users is the built-in firewall. a firewall protects against one of the most disturbing security risks in which other users unknown to you might connect to your computer while it is online reading private files or causing other damage. xp's built-in firewall is a simple affair but it does prevent most types of unauthorized connection. windows xp has strong multimedia features. the new media player lets you copy music from cd to hard disk create your own playlist and write your own music cds if you have a cd writer. although there is loss of quality as a result of compression the process is easy and convenient. media player 8.0 can play back dvd video but only if a hardware or software dvd decoder is already installed. you can also play mp3 audio files and mpeg videos but sadly not the popular realmedia formats. in the end media player does nothing that you cannot also do with free alternatives but it is slick and nicely integrated. the xp user interface is not a radical departure from earlier versions of windows but there are a number of small changes that together add up to a significant improvement. the start menu now automatically features the most frequently used programs at the top of the list and you can add and remove shortcuts by right-clicking the icon and selecting pin or unpin from the pop-up menu. windows online help is integrated into a help and support center that works like an internal web site with searchable help tutorials and walk-throughs. windows xp professional includes all the features of windows xp home and adds support for dual processors encryptable file systems offline folders the remote desktop as described above and extra administration features that come into play when connected to a windows server domain. xp is demanding on hardware and it would be a mistake to install it on less than microsoft's recommended minimum requirements. there is also activation to consider a mildly annoying anti-piracy measure that requires you to obtain a code from microsoft for full installation and in the future if you reinstall or make major system changes. windows xp service pack 2 features internet explorer pop-up blocker makes browsing the internet more enjoyable by enabling you to reduce unwanted ads and content. internet explorer download monitoring warns you about potentially harmful downloads and gives you the option to block files that could be malicious. internet explorer information bar provides better information about events that are happening as you browse the web so it& 8217;s easier to know what& 8217;s going on and address potential security issues. windows security center allows you to easily view your security status and manage key security settings in one convenient place. windows firewall update automatically turned on by default this improved firewall helps protect windows xp from viruses worms and other security threats that can spread over the internet. improved wireless support dramatically improves and simplifies the process of discovering and connecting to wireless networks. bluetooth technologies enables you to easily connect to the latest bluetooth-enabled hardware devices such as keyboards cell phones and pdas. windows media player 9 series makes it easy to enjoy music video and broadband content with enhanced security.,microsoft,299.99
b000h20hu4,family tree maker version 16 deluxe,with family tree maker version 16 (deluxe edition) you can access more than 5 billion records through ancestry.com as you research your family's history. the best-selling genealogy program for the past 15 years family tree maker lets you access some of the world's largest online data based including the u.s. records collection naturalization records immigration records and much more. simply enter as much personal information about your family that you know. build a family book from scratch. view just your own family or browse up to seven generations at once. find out which version of family tree maker is right for you. with family tree maker you can create a family tree is four easy steps. first you start building the tree with the information that you know. then you search through billions of records and names to add to your information. as you build your family history you can then design personal keepsakes and projects with pre-designed templates that you can then share your family tree with friends and relatives. with this latest version of family tree maker you'll be able to create a family tree more easily than ever before. featuring streamlined data entry and useful research tips family tree maker practically does your work for you. customizable search criteria and improved source management make the gathering of your family data easy as it gets. the software lets you easily import historical documents and also allows for web collaboration so you can work with other members in your family to complete your tree. as an added exclusive feature this deluxe edition of family tree maker includes $200 of bonus material. in addition to a nine-month subscription to ancestry.com (a $100 value) you get an introductory genealogy consultation (a $30 value) an official training dvd (a $15 value) a family tree workbook in pdf format (a $20 value) and standard ancestry reference library software that's worth $50.,encore,69.95
b000gpsz42,street atlas usa 2007 plus dvd,are you a serious road warrior looking for the ultimate atlas for your computer or handheld? look no further than delorme street atlas usa 2007 the most comprehensive mapping program you'll find anywhere. easy setup with laptops pdas and smart phones with the ability to send full mapping routing and gps voice navigation capabilities to pdas (with full pocket pc and palm os support) smart phones running palm os and windows mobile 5.0 and even intel-macs running boot camp for windows xp delorme street atlas usa is the one of the most versatile mapping programs available. plan your trip just the way you want with on-screen guideposts that guide you through your journey. delorme street atlas usa 2007 makes it easy. view larger. define areas such as large urban centers to avoid during rush hour. the software automatically routes you around avoided areas.view larger. the mapshare feature of street atlas usa makes personalizing and sharing maps and directions easier than ever. view larger. quickly find important points of interest along your route including retail stores. view larger. you can even send static maps or aerial images to ipods and other digital audio and video players. ideal for urban walking environments this feature will let you scroll through your maps on your ipod (and other digital audio and video players) just as you would with photos. for pcs you have the option of either running the program directly off of the dvd or saving it to your hard drive. delorme street atlas usa 2007 is also compatible with the earthmate gps lt-20 and earthmate gps blue logger. over 3.4 million road updates with delorme street atlas usa you can plan your trips with ease and navigate worry-free with up-to-date feature-rich mapping software. get updated street-level detail for u.s. and canada with more than 133 000 new roads and 3.4 million road updates plus four million places of interest. the software also includes over 14 million canadian residential and business phone listings. and just as with earlier versions street atlas usa 2007 gives you the option of adding to the data base by including the local routable roads that you discover on your travels. a new netlink feature makes it easier to communicate data revisions to delorme mapmaking staff who reply with confirmation emails when changes are made. with four million updated places of interest in both the united states and canada including hotels restaurants gas and more you'll always know where the closest service center is. the software even includes service listings with phone numbers for major chains. map controls and search capabilities the maps can be controlled using a variety of methods including the traditional push-button zooming which drills in and out while keeping the map exactly centered. also holding down the left mouse button enables you to drag and zoom left-to-right across the map; moving the mouse in the same manner but in the opposite direction lets you zooms out. delorme employs several powerful search capabilities within the software. the first is a simple box called quicksearch in which you type common requests including towns cities zip codes colleges and so on to receive the quickest possible matches. also featured with the 2007 version is new built-in intelligence that overrules common typing errors to help return good matches. for instance double commas ( ) periods instead of commas and spaces do not prevent a good match from being offered. map drawing and voice options with delorme street atlas usa you can add map notes; draw your own circles polygons and squares; measure the area of your draw objects; and even draw in your own roads and route on them. when you right-click on a map you can drill into the area's details such as latitude/longitude names of streets and bodies of water and even local radio station information. the voice tab of the software is where you train the software to recognize your voice for issuing routing and gps commands while tracking. you ask common questions such as how far to my next turn? and the software will answer. the software also reads upcoming turn information including the time to turn time to finish and name of the street to turn onto. new voice settings allow you to select how far in advance of your turn you'd like to be prompted. the voice function can also be turned off if you prefer. add local roads to street atlas routing a delorme exclusive this feature lets you update local roads when new developments are planned or added between delorme software releases. this tool is located within the draw tab and lets you draw in the road segment connecting it to another local road within the database. assign a name save it and when you create automatic routes the software is smart enough to include these new local roads in the routing calculations and also update the directions. you also have the ability to create and save commonly-used names for places you visit often such as home work or dad's. once these names are assigned the routing starts stops and finishes also display these names making retrieval easy for repeated usage. up to 200 names from your address book can be recognized using this system. printing and sharing you can print crisp color or black-and-white maps that you control to best match what is seen on screen. you can also print travel packages containing strip maps and directions to bring on your trip. you don't want to use a lot of ink and paper? then print just the turn details which show thumbnail maps of each of the decision points along your route.,delorme,59.95
b000feygds,contentbarrier x4 10.4 - single user (mac),contentbarrier x4 sets up a protective wall around your computer. contentbarrier blocks adult web sites sites with subjects not fit for children and even blocks chats when predatory language is used. it blocks offensive content coming from the internet. you can choose whether users have access to newsgroups or whether they can download files. you can set the program to let them only use the internet at certain times and on specific days.the program can even send you e-mail automatically when certain events occur. it also keeps a complete log of all web sites visited whether they're blocked or not. traffic data recorded for an overview of internet use automatic updates with intego's netupdate function password protection to prevent unauthorized users from changing program settings automatic e-mail notification of certain events,intego,49.99
b000jgqt28,sims 2 pets expansion pack,create the perfect pet for your sims to train play with and love throughout a lifetime. pick everything from their paws to their personality. choose from dozens of popular dog and cat breeds like schnauzer and siamese. or create a unique cat or dog by modifying their features and body type. your sims can teach their pets tricks take them for a romp in the park to meet other furry friends or buy them toys beds and much more. but pets have minds of their own-so expect the unexpected!,aspyr media,34.99
b000f7bps4,palo alto marketing plan pro 9.0,marketing plan pro 9 is the easiest way to create a practical successful marketing plan. if you need to finish your plan and accomplish your goal in the most professional and most efficient way possible marketing plan pro is for you. you can produce a professional plan that will be respected by business colleagues in just a few clicks. five unique outlines and a new plan setup wizard make it easy to tailor marketing plan pro to fit your needs. develop the best strategy for your business define your positioning and impress your audience with automatic professional formatting. with its step-by-step expert guidance you'll handle budgeting track your performance and attain your goals. plan and manage your marketing schedule and budget and implement your strategy for a better profit. option for two full years of monthly financial reporting and an option for quarterly reports step-by-step tools help users create a mission statement executive summary & swot analysis easyplan wizard enables the inpxperienced marketer to create a practical plan - open a sample marketing plan and view the plan setup summary to see if it's a good match for your business. you can then make specific changes to the sample to tailor your needs included free - the 22 immutable laws of branding by al and laura reis two of the world's best-known marketing strategists,palo alto software,179
b000n5meva,rollercoaster tycoon 3: soaked,rollercoaster tycoon 3: soaked gives you an all-new expansion to the smash hit rollercoaster tycoon 3. for the first time you'll run your own water park -- and ride all the rides. celebrate summer as hundreds of guests catch rays and waves with an amazing lineup of rides. go wild on the super-splash flume rides massive water slides aquatic shows beaches and more. blast peeps with water cannons build them outrageous coasters and wow ?em with laser light water shows! get drenched with this splashy summertime addition to one of the biggest games of the year. add hundreds of new park enhancements with the swimming pool designer and waterfall designer - shimmering pools with multiple levels and walkways -- even waterfalls diving boards and interconnected flumes design dazzling laser light water shows - and synch them to music - with the h2o mixmaster expansion pack - requires use with rollercoaster tycoon 3,aspyr media,19.99
b000cszg2m,gen-x media made easy vol. 3,media made easy vol. 3 is your front-row ticket to enjoying the best of today's entertainment! powerful and easy to use it contains 8 full programs from some of the biggest names in entertainment software: roxio pinnacle steinberg & more. create record edit remix capture and restore -- media made easy vol. 3 does it all.,gen-x,49.95
b0009suw4w,hoyle card games (jewel case),deal yourself in! whatever your favorite card game hoyle® puts you right in the middle of the action. with hoyle card games you'll learn to hold'em and fold'em like a pro with insightful in-game tutorials and strategy guides. so shuffle the cards and deal yourself in for hours of fun.hoyle card games contains 18 classic card games and teaches you the official rules according to hoyle®.hoyle card games includes:5 card drawbridgecribbagegingo fishheartsold maidpinochlerummy 500 (new)solitairespadeswarmany more!for over 200 years according to hoyle® has meant playing games right. the legacy continues with hoyle card games.,encore software,9.99
b00013wh0w,handmark oxford american desk dictionary and thesaurus,the oxford american desk dictionary and thesaurus combines a full dictionary and a full thesaurus bringing you the power of words in an all-new portable format. it's faster and easier than a traditional paper dictionary! 3 different color schemes for a custom interface expansion memory support,handmark inc.,0
b0009hj5ve,webroot desktop firewall,webroot desktop firewall blocks unwanted incoming traffic to your pc alerts you to outgoing data and chooses which programs can access the internet. don't be easy prey for hackers -- block unauthorized incoming or outgoing traffic make your pc invisible online and log denied access attempts for later review. it's your essential online security component for pc safety.,webroot software,29.99
b00006h3dw,national parks: enhanced scenery add-on for microsoft flight simulator 2002 & 2000,,abacus,19.99
b00007e8d4,multiplication and division grades 3-4,on-track multiplication & division grades 3-4 teaches important math concepts the fun & easy way -- through a set of electronic storybooks kids will enjoy reading! ages 7-9,school zone,9.99
b000o8gs3g,riverdeep kissing canines,with kissing canines you can chase away boredom with a set of loveable dogs! they'll lavish your monitor with affection with these video screensaver tools. choose between tilley the labrador libby the shiba inu waldo the daschund -- or 4 different dogs at once! whenever you're away from your screen they'll kiss your monitor clean!,riverdeep,0
b000g0lkcg,pitstop pro 7.0,pitstop pro 7.0,enfocus software,699
b000hbxjxc,learning quickbooks 2007,designed for new quickbooks users running either quickbooks pro 2007 or quickbooks premier 2007 (all versions) learning quickbooks for windows takes you step-by-step through the essentials of mastering quickbooks basics. highly qualified instructors teach you key tasks using real-life examples. now you can get an introduction to bookkeeping fundamentals--without all the technical jargon--and gain the confidence of knowing you're doing it right. features include an overview of bookkeeping basics and tutorials on how to set-up your data in quickbooks. you'll also learn essential quickbooks tasks like invoicing receiving payments and paying bills plus get instruction on how to generate reports and analyze trends. shortcuts tips and tricks for working faster in quickbooks are also provided. all in all you'll get three hours of training on two cds.,intuit,39.95
b000h774k0,write brothers dramatica pro win/mac,dramatica pro 4 (win 95 98 me nt 2000 xp/mac 10.2 or higher),write brothers,269.99
b0002yiuns,sentinel: descendants in time,sentinel: descendants in time gives you a chance to rediscover the treasures of an ancient people. the tastan civilization has been extinct for many years leaving behind only the mysterious tastan caverns. you'll take a young explorer intot hese forbidden caverns to find what secrets they hide. great treasure great technology and great secrets are waiting for you!,dreamcatcher interactive,19.99
b000cditbc,ae mappoint 2006 cd,ae mappoint 2006 cd,microsoft corp,49.95
b0009yegcu,instant architect design suite,instant architect design suite (win 98 me nt 2000 xp),imsi design,29.99
b000067fk7,punch! professional home design suite,12 programs in one intuitive easy-to-use interface... powerful professional tools to help you design all of the critical components of your home including foundations hvac electrical plumbing custom windows custom roofs and much much more!,punch! software,69.99
b000exw51k,registry mechanic 5.x pc system repair,with registry mechanic you can safely clean repair and optimize the windows registry with a few simple mouse clicks! problems with the windows registry are a common cause of windows crashes slow performance and error messages. with this registry cleaner your system will not only be more stable but it will also help improve your system performance without expensive hardware upgrades. it uses high-performance detection algorithm to quickly identify missing and invalid references in your windows registry. with a few easy steps registry mechanic will scan your entire registry for any invalid entries and provides a list or errors you can selectively remove.,pc tools,29.95
b0007wv3ei,microspot macdraft professional (mac),macdraft pro delivers a full complement of drawing tools dimensioning in imperial and metric and full compatibility wth other autocad programs. it's ideal for mechanical architectural and engineering design as well as technical illustration. simple sketches or complex drawings are easier than ever. supports dwg & dxf files,microspot ltd.,349.99
b000h69szu,dk exotic animals africa,,global software publishing,9.99
b000ndib8m,adobe illustrator cs3 [mac],adobe illustrator cs3 software allows you to efficiently create sophisticated vector artwork for virtually any medium. access tools quickly and easily explore color variations and share files seamlessly between illustrator and other adobe professional applications as you prepare content for print web and interactive and mobile and motion designs. efficiently create sophisticated vector artwork for virtually any medium. explore new paths with the essential vector tool produce vector artwork for all types of media using adobe illustrator cs3. discover dynamic new ways to explore apply and control color variations; work faster with new drawing tools and controls; and increase your efficiency using new document profiles and the crop area tool. take your graphics to the printed page websites video mobile devices and virtually everywhere you want to go. see for yourself how illustrator cs3 lets you explore new paths. use powerful precise creative tools quickly explore multiple design options with the powerful precise creative features in illustrator cs3. industry-standard drawing tools new color controls and a wealth of powerful effects enable greater creative productivity and the ability to easily experiment. use new live color to explore color harmonies and interactively apply color to any selection of objects. work faster by controlling path editing and point alignment in the control panel. and enhance your artwork with professional typography and transparent effects. work quickly and intuitively efficiently execute your ideas in illustrator cs3. with easier access to tools and options flexible and customizable workspaces and a wealth of timesaving features and shortcuts you can speed through design and production tasks. the enhanced control panel frees up screen space and puts more options at your fingertips while new document profiles provide a launch pad for video and other designs. whatever your final output destination you can create your artwork quickly and easily in illustrator cs3. enjoy tight integration streamline your design workflows by moving easily between illustrator cs3 and other adobe applications. leverage robust integration with adobe flash software for your web animations and preview mobile artwork in adobe device central cs3. use your vector designs as the basis of dvd menus titles and visual effects by moving them easily between illustrator and adobe motion and effects applications. and create reliable adobe pdf files with multiple pages and layers intact for high-quality printed output. audience benefit graphic designers--adobe illustrator cs3 software lets you create compelling vector graphics that remain sharp as you scale edit and output them to virtually any medium. instantly convert bitmaps to vector artwork paint intuitively explore color variations design with advanced typographic control and easily find the tools you need. rely on industry-standard drawing tools and tight integration with adobe photoshop cs3 adobe flash cs3 professional adobe indesign cs3 and other favorite applications to quickly realize your ideas. web and interactive designers--adobe illustrator cs3 software gives you the power to create compelling interactive vector graphics for rich online experiences. tight integration with adobe photoshop cs3 and adobe flash cs3 professional software enables you to easily design layouts and comps using industry-standard creative tools and then smoothly move files between applications for efficient authoring workflows to produce vector graphics that look sharp remain editable and go virtually anywhere. motion graphics and visual effects designers--adobe illustrator cs3 software delivers the tools you need to produce innovative motion graphics and visual effects. integration with adobe after effects cs3 professional adobe premiere pro cs3 and adobe encore cs3 software means you can use small efficient vector files as the foundation for your designs and a wealth of industry-standard drawing tools let you explore creative possibilities with ease. whether you create dvd menus or music videos station identities or special effects illustrator cs3 is an affordable efficient and powerful post-production tool. new in adobe illustrator cs3 live color explore apply and control color variations using live color which lets you select any artwork and interactively edit the colors to see results immediately. use the color guide panel to quickly choose tints shades or harmonious color combinations. adobe flash integration import native adobe illustrator files into flash cs3 professional or copy and paste artwork from illustrator to flash with paths anchor points gradients clipping masks and symbols intact. layers groups and object names are also preserved. drawing tools and controls draw in illustrator more quickly and fluidly than ever. easier and more flexible anchor point selection improved operating performance and a new eraser tool help you create artwork efficiently and intuitively. improved operating performance enjoy more responsive drawing and editing with improved performance in key operations including faster screen redraw object moving panning scaling and transformations. control panel discover more options faster and free up screen space by accessing anchor point controls clipping masks envelope distortions and more from the context-sensitive control panel. eraser tool quickly remove areas of artwork with the eraser tool as easily as you erase pixels in photoshop and enjoy complete control over the width shape and smoothness of the erasure. new document profiles create artwork easily by selecting prebuilt profiles for various types of media and save custom profiles that specify such setup parameters as artboard dimensions styles and color spaces. crop area tool define crop areas interactively for print or export. choose preset web ratios or video formats with safe areas and set crop marks intuitively. define multiple crop areas and easily move between them as needed. isolation mode edit objects in a group without disturbing other parts of your artwork. easily select hard-to-find objects without having to restack lock or hide layers. symbols for flash use symbols to animate repeated objects while keeping file sizes small. define and name symbol object attributes and preserve these properties when you take the artwork to flash cs3 professional for further editing. additional features live trace quickly and accurately convert photos scans or other bitmap images to editable and scalable vector paths using live trace. integration with adobe design applications speed your way through graphic designs and print production thanks to tight integration with adobe photoshop indesign and acrobat software. live paint easily paint any closed or partially closed area of your artwork with the live paint bucket which automatically detects and corrects gaps and lets you interactively select colors from a swatch palette for faster work. advanced typography easily create and control type with over 100 opentype fonts paragraph and character styles paragraph composition underline and strikethrough transparent effects and more. custom workspaces work more efficiently using custom workspaces that display only the panels you need for a specific task. save share or access any workspace at any time or use workspace presets. adobe pdf file creation tools create native adobe pdf files including multipage pdf files so clients and others can easily review your artwork using adobe acrobat or free adobe reader software. web and interactive tools easily create for the web and mobile devices using vector-based slicing tools robust integration with flash new document profiles for web and mobile designs the capability to preview mobile content in adobe device central and more. new document profiles for web and mobile devices select profiles for web or mobile devices that include prebuilt proportional crops symbols and more. save custom profiles for your projects and clients. save for web/mobile easily export using the save for web/mobile dialog box which lets you choose from html swf gif and jpeg formats along with color count compression file size mobile output and more. adobe device central cs3 create rich graphic content for mobile devices by using adobe device central cs3 to open a specific new document profile and then preview output using the save for web/mobile dialog box. integration with adobe motion and effects tools use your adobe illustrator artwork in adobe after effects projects adobe premiere pro video productions and adobe encore projects to create dvd titles animations effects and more. live color for motion and effects use live color to explore apply and control color variations for effects. quickly change colors in your artwork and automatically see the update in adobe after effects or adobe premiere pro software. new document profiles for motion and effects select prebuilt profiles that include video color profiles pixel aspect ratios transparency grids and aperture settings. save profiles with custom parameters. crop area tool for motion and effectsuse the crop area tool to define working areas on your artboard that are specific to your video aperture complete with safe-area guides.,adobe,599
b000qfrt4o,professional home design suite platinum,do you believe your home is your castle? make it so. it's easier than you think! plan it design it and refine it in 3d right on your pc. professional home design 12 platinum integrates 16 different professional tools to give you millions of design combinations. you'll have the simple step-by-step tools you need for building a realistic dream home from picking the right color to making the perfect deck. create walk-out basements and split-level designs import the fanciest and newest cabinet designs and furniture even topographic excavation & your own 3d cutaway elevations. make your backyard look gorgeous with a searchable database of plants and flowers. plan to perfection with the planning foundation hvac electrical and plumbing tools. your dream home is just a few mouse clicks away. liveview window continually updates your home designs in real-time 3d as you draw your deck and landscaping designs come to life with photo-realistic 3d - complete with shadows - giving you a stunning true-to-life representation of your home design also includes dormer & skylight tools supports fractions and now imports 3ds files plant guide for landscaping - images and properties - is it suitable for growth in your area? room wizard roofing wizard video (tool tip) tutorials; getting started tutorials enhanced file import/export support punch! developer kit floor plan trace interior material library exterior material library - siding brick rock paint stucco block wood mulch gravel and more editable 3d house plans; editable 3d deck & room templates - including kitchen garage dining bath bedroom closet and handicap access 2d/3d cad furniture design english or metric measurements,punch! software,99.95
